path,class_name,label,split_holdout,fold_0,fold_1,fold_2,fold_3,fold_4,sha256
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113831.jpg,Bacteria,0,train_cv,train,train,train,train,val,db209f4c4ff8743c8d6a5d0748ae79b5fe1f811b17f005ccd69f722081fad5a2
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113834.jpg,Bacteria,0,train_cv,val,train,train,train,train,0a94fa812e31bab587dbeb4d647d1c4282a3512dde11a4451eaee3caed946d22
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113841.jpg,Bacteria,0,train_cv,val,train,train,train,train,7a85139e46dfc534568a05aa1e9a4c1a868fb20b1d24ac20c6c4679a6c495ac3
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113845.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,50aea6074658ccaaf8e8dfa9a394390a69707ecc4578bb0593e5732f27ac2bf5
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113849.jpg,Bacteria,0,train_cv,val,train,train,train,train,5702385c6b99e1c6d989a6edbd0a2f59f95d2c89626ad00890185135949ceaf6
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113856.jpg,Bacteria,0,train_cv,train,train,train,train,val,1fcb4336c9ee4d72370ed9da620e20bf853f2741b7df1453a7eefc1cafeb4999
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113904.jpg,Bacteria,0,train_cv,train,train,train,train,val,4d2df8adcb0c87e545011d38908465bed04c8ff1878f3951459f8fccac2f5d5e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113913.jpg,Bacteria,0,train_cv,val,train,train,train,train,475f7e098190c2aca84013663f0db12cb0019835f5f8fc2da46ac429e8735388
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113917.jpg,Bacteria,0,train_cv,val,train,train,train,train,dfd4f8eae7bc6df2259c1ec9ac056e96fdd09bbd73ccf0089d0537d004d85e24
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113920.jpg,Bacteria,0,train_cv,val,train,train,train,train,c3399bc0c16f9e463eb4772c837111be9929f48d5f81d73eba86b37f3ba11af9
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113923.jpg,Bacteria,0,train_cv,train,val,train,train,train,a55683471fd16fa65d0b2404abb3e74342ec24c21781eb7a72a064ff312d2a35
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113930.jpg,Bacteria,0,train_cv,train,val,train,train,train,2ba370c2741336d452cca9f9e580bf51ad83f4b0a704bebd8f96a3e893b99808
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113943.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,e8b60fe2245fcd6bf603375f5f22ac63244e1b90bdff777580b918502bb65858
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113945.jpg,Bacteria,0,train_cv,train,train,train,val,train,edc6d7d85ef5203453a7545c09c2056937743a73be2634f33e9264fc878915f6
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_113948.jpg,Bacteria,0,train_cv,train,train,train,train,val,c7d4fde07f2de4023262a0605c195e881d225d5b4f0ae5b5b9eb0468b0604435
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114003.jpg,Bacteria,0,train_cv,train,val,train,train,train,40b585c2e8acb509128546ec94180e4b389a87d621afda35fedcd6bb739384a6
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114039.jpg,Bacteria,0,train_cv,train,train,val,train,train,785e6fdc9ac4db3e591cf0e4b2fe6ebf07902be850dcbb78131f8534b49bf3de
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114042.jpg,Bacteria,0,train_cv,val,train,train,train,train,380c587bf74d7aa0aab95f747c44fc2211a2acc23674d3bdb284406ea32db648
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114048.jpg,Bacteria,0,train_cv,train,train,train,train,val,7ce540b6439e6b4f99dcd572e67da9baa22368d9861eb40d0223f7d881121d8c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114050.jpg,Bacteria,0,train_cv,val,train,train,train,train,eadc51b404f0b594c20078955fe29a1db17f85defa8127c28f23ba900df357f9
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114052.jpg,Bacteria,0,train_cv,val,train,train,train,train,dd9dc2830fba66c3e7492da4ef44072cfd453acef34a21e24f804c6803e8a0c3
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114057.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,2d835699973e4ccd5f6ce72504f34cd0912d4e54feffc50d347e4e0fc573fa67
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114106.jpg,Bacteria,0,train_cv,val,train,train,train,train,e2102fd3ad2d69db58b6c41cd77789b147a9eb0c998284e512e3cc4e1d04ea22
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114111.jpg,Bacteria,0,train_cv,train,val,train,train,train,efbab027aba520f4c9221cf0332b56888ec82cda922bca902a71048844d538a2
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114115.jpg,Bacteria,0,train_cv,train,train,train,train,val,a55a2f4cbe933e48fe0cb76678f17c07c7537bc96f0b602d1b64c784469e29fb
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114200.jpg,Bacteria,0,train_cv,val,train,train,train,train,d63831f4ef7d2b8a69220713b8b9c66a4fb21cc29d447e4e58565d8e261a9bd5
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114456.jpg,Bacteria,0,train_cv,train,train,train,train,val,841e793be5fb30dac245f41f03d7d288c295d0bf0512a0ced2d7cec1cd961428
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114513.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,412e73e2cc145917d41053e9a178b6fcc6cef0ed07d8f4e2d6732383e7c6c475
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114519.jpg,Bacteria,0,train_cv,train,train,train,train,val,d731fa18fe05307a4b034360a0721fbe4e665b8e27656860fe8b999334e75681
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114546.jpg,Bacteria,0,train_cv,train,val,train,train,train,644fb7f083c77bc76ad5c249c6e70bd9eb5ea43ada31e4342c7e2adf508f5e8a
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114705.jpg,Bacteria,0,train_cv,train,train,val,train,train,7859126207e1082242b07122d956bf26c37b17f83e8b965bca30047655ed2d6e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114717.jpg,Bacteria,0,train_cv,train,train,train,val,train,7f4e87c9edc21ce5eb1f1ceb626f739d211480b8396a665b19dae81994c4afdb
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114748.jpg,Bacteria,0,train_cv,train,train,train,train,val,d7b01406f53276e5eb3b8a980810193aa2cbac58458f0c67612bc46f2dc6f322
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_114927.jpg,Bacteria,0,train_cv,train,train,val,train,train,ef95186d34e7394b013f3256182563a32ada890a40bb7580bc7760676c397543
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_115905.jpg,Bacteria,0,train_cv,train,train,val,train,train,2ae0652c688ac429364c7d9a88e23d58ad26c158a8c869b3e4a642b0fde72a64
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_120051.jpg,Bacteria,0,train_cv,train,val,train,train,train,d8566928087578e0af03221417ba236d8a051e548dd2127bf18b26ff9f7f0672
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_120101.jpg,Bacteria,0,train_cv,train,train,train,val,train,62ea373fb37c7fbc258330c67eeceef3e00827b2066d2f7c4f2833103097c51d
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_120109.jpg,Bacteria,0,train_cv,train,val,train,train,train,5effe2c9e2a626fd4e2c28a1e78e2a8f449c89945049c9429b420c37153a6d71
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_120734.jpg,Bacteria,0,train_cv,train,train,train,val,train,e448f3aeac72580a34c0e1a0cd793e6fbe90ce545fad942294f00967b1cf9b89
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_120753.jpg,Bacteria,0,train_cv,train,val,train,train,train,bdadc97d99dafa1085a066e7ac042b400b05a19c4615949fd261565ade3956dd
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_120817.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,e830f4001c29efdb6ce4806f5fca4ea1cd858d614492d6b42dc03faf80d43a77
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_121740.jpg,Bacteria,0,train_cv,train,train,val,train,train,a1c3e82653e635b8a60cf3cd36228194c979a9abd9404ecd21d2d397adfe4f43
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_122416.jpg,Bacteria,0,train_cv,val,train,train,train,train,a73cc5097ce1de98311cef44c4a1e034dc7ed97cb761fe282b33f8507a3e21ee
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_122418.jpg,Bacteria,0,train_cv,val,train,train,train,train,5b7c2b51d538ea7aa2f26a22e8203bff42791dce923d128e2ee05cef36102f5f
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_122422.jpg,Bacteria,0,train_cv,train,val,train,train,train,3370fb7f06f877bf161fa6d3494e48fc5af76ce1de51d6a16d0540d5d6e102cc
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_122505.jpg,Bacteria,0,train_cv,val,train,train,train,train,dc11504a1282885af31dae1b5fd5fde8d14b409a0c520e4800fbbea857d008f0
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_122507.jpg,Bacteria,0,train_cv,train,train,train,train,val,5330f1866a736aeed9a65896442af048304543864be9c291806c9af5968e3cbc
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_153546.jpg,Bacteria,0,train_cv,train,train,train,train,val,e88c15fce2ec5cde2fa8ab97f1aadbd8c713872dd5964fcefbcc0e3e78b04e76
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_153552.jpg,Bacteria,0,train_cv,train,train,val,train,train,43adb73513ee6c7c17e0b3b3c7348fba219175984fdae0f6427c48f660f179c4
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_153557.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,bd5e88f60dc11efbc0cbb42f90a1d90d20194e19303520fe8b68f7caac3b268f
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_153600.jpg,Bacteria,0,train_cv,val,train,train,train,train,94c6617c206d5660f99bba95194ce17573a75941c57a9633b132fd89673c9399
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_153602.jpg,Bacteria,0,train_cv,val,train,train,train,train,329177e0ff6c1366f13e8df56f0536bf28208e339a107bd5c78b8eda8d9848af
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230815_153611.jpg,Bacteria,0,train_cv,train,train,train,train,val,bcbc1a3f6988e18383a9c0332d93c8b9af36b0f4f23d08c3161aa17a2c07a2f5
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_091315.jpg,Bacteria,0,train_cv,train,train,train,val,train,30ba1df62838f2974350c7200dc1aff3a2487e477e26241cfe8eea2842cce74e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_091330.jpg,Bacteria,0,train_cv,val,train,train,train,train,33046f6bf9a5a75ce5334a79901b7ef987b61c2a0d820cb2c6ddf56367bff5d8
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_120911.jpg,Bacteria,0,train_cv,train,train,train,val,train,73a43a256ab87e527577a989fd035613201c420b97473d8647642ebd4b1ae764
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_120913.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,8e4a0080e17bc59bb90ca290082f407c04999e3b3036811ea6a6b952fe883e32
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_120931.jpg,Bacteria,0,train_cv,train,train,val,train,train,79f6ad32078b6c9a2db3209313c2eb647d16dfecba3ccf9fdf0b3e16ee7859ae
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_120932.jpg,Bacteria,0,train_cv,train,val,train,train,train,12c59c5026e9cbae2a284956c4dfaca26ea08e2f9c8afee5b8e928d7269d42fc
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_120934.jpg,Bacteria,0,train_cv,train,train,train,val,train,45689f91455584f2c325d8ed522a02eaf63cf9594e652f027e9147d712e4401c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_121054.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,ba65436f5c92d6adc0e6ea7698940cc30e8070d9b7759343c319326d383b24ea
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_122651.jpg,Bacteria,0,train_cv,train,val,train,train,train,c21f075676dc1bd6bb9d5b024517f5fc8b6bc5cbe010f8c9eec4ed7a5e097db1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_123115.jpg,Bacteria,0,train_cv,train,val,train,train,train,ce2f9f01c3f12a951373b1c724e748ec2dcfe3fc6f8c76b08e449357917ae3e2
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134130.jpg,Bacteria,0,train_cv,train,train,train,val,train,e1a1b569342941102c36da2091a73eb43341e1014e5ed5e918bb30259e703b65
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134133.jpg,Bacteria,0,train_cv,val,train,train,train,train,5ac63db54d7718ebffb172b5a45dd18db72013ec79c469aab4a3d415aa1480f9
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134136.jpg,Bacteria,0,train_cv,train,train,train,train,val,9478bd6b83671d0a82d2c10638fa11a11aa67ba8d610d587f85b583a0b692fa4
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134139.jpg,Bacteria,0,train_cv,val,train,train,train,train,4140f1f2eab15996ef1f9c6a70a73717b642da9b0948e01b0e316610214f5e24
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134143.jpg,Bacteria,0,train_cv,train,train,train,val,train,cb0fc9c0e7825c6b0c96d246f17f8607f6eb9ab362bf3d2c774be8421cefc023
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134147.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,91ba9d4d4a4f85cef283771e705080a177405af0b52a95ae24b657dd669f1059
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134245.jpg,Bacteria,0,train_cv,train,train,train,val,train,c87610cbbf6975dd5d9da34a70874ffd36fbc97682fb05b93bcbb0dcaa018120
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134251.jpg,Bacteria,0,train_cv,val,train,train,train,train,83b8b1ab62da1ab6d00070dc276c139f97a1a7edffd70d22b0a7ce73c09cd3a1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134255.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,e47e6aad38bae122a8abbfcf5f7fa7b3f50fe7b4e1230d0dba8226bb87d192ff
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134302.jpg,Bacteria,0,train_cv,train,train,train,train,val,da999710cc176be63a20b7c737fa7ed7dcebfdd0e605c7b876bed13f71c34ab1
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134322.jpg,Bacteria,0,train_cv,train,train,train,val,train,b385b30e179d5382f8f8d2ba1225e49f89c292b690b64f96238414f636b05be0
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134325.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,cfa7166ebe5be3bbf4bc0ed8f3d4ea838a31d35fd04be685b9cb7b6c6a359563
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134327.jpg,Bacteria,0,test,test_holdout,test_holdout,test_holdout,test_holdout,test_holdout,7e908c56982bccacf038088d84a54b1c7a93f21394d2acc4a95c35b5e55d69be
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134445.jpg,Bacteria,0,train_cv,val,train,train,train,train,ef1da27e662a46d1516935bef41e65c1dfd537924879085c6b90c2fb991746b8
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134451.jpg,Bacteria,0,train_cv,train,train,val,train,train,d20cc5ca3ff186a2c2c99aac943afe25168fa80321c7a2da5939c4ec5f125d1e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134458.jpg,Bacteria,0,train_cv,train,train,train,train,val,125c285f3c2e8ab0761ef3b2cdefeb3c5511998587f5caf537c5ae2888480885
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134501.jpg,Bacteria,0,train_cv,train,train,train,val,train,cfda9d2602c1a5f61a0fda8d9d8a722a10c6d7217e4a1fbb3400d5956bada85a
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134503.jpg,Bacteria,0,train_cv,train,train,train,val,train,c0a353e9be4aec21488952ba980d1d977a15d65bdef8f412f553089e437fd38e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134507.jpg,Bacteria,0,train_cv,train,val,train,train,train,6a23b316531ff1ef598768e8c62f3582f3568f33cb262e7dbc7f6e10f103f70c
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134520.jpg,Bacteria,0,train_cv,train,train,train,train,val,7b7d3e7c4f5a8629fe9ef7ba91f8be779b98c0225caa57ead20ddf528d1055e6
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134527.jpg,Bacteria,0,train_cv,val,train,train,train,train,01a7ae712cf9632d936d84a959d774916bcec62f9fc4fec8f1b9797ab35e485e
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134532.jpg,Bacteria,0,train_cv,train,train,val,train,train,443251648edc55f119c2174ceaae08a0cb5893c6665daa84231995fa3d7c871a
C:\Users\Usuario\Documents\UNIR\TFM\03_Dataset\original\Bacteria\20230816_134537.jpg,Bacteria,0,train_cv,train,train,train,train,val,5b5796d58f5606b6ccb7a99ab6d1092c78e2f307984d238d84a9af85674f4e93
